Cell-Cell communication	0.0076098290411955065	ACTN4,CD151,CDH1,CTNNA1,ITGB4,PARVA,PIK3R1,PTPN11,SPTAN1,SPTBN1	R-HSA-1500931
Post-translational protein modification	0.09352522520382471	ADAMTS19,APLP2,ARFGAP1,CALU,CHD3,CREBBP,CSNK1D,DAG1,DDB1,DDX17,FBXW5,GORASP1,HDAC1,IGFBP4,IGFBP5,LAMB2,MUC1,PSMB4,RAB13,RAB15,RAB18,RAB22A,RAB2A,RAB5B,RPN1,RXRA,SEC16A,SP3,SPTAN1,SPTBN1,TNIP2,TOP2B,UBE2G2,UBE2Z,USP7	R-HSA-597592
RAB geranylgeranylation	0.09563245791207528	RAB13,RAB15,RAB18,RAB22A,RAB2A,RAB5B	R-HSA-8873719
Metabolism of proteins	0.09581012908742371	ADAMTS19,APH1A,APLP2,ARFGAP1,CALU,CHD3,CREB3L2,CREBBP,CSNK1D,CTDSP2,DAG1,DDB1,DDX17,EIF4B,FBXW5,GORASP1,HDAC1,HSPA5,IGFBP4,IGFBP5,KLF4,LAMB2,LMNA,MRPS5,MUC1,NFYB,PSMB4,RAB13,RAB15,RAB18,RAB22A,RAB2A,RAB5B,RPN1,RXRA,SEC16A,SP3,SPTAN1,SPTBN1,TNIP2,TOP2B,UBE2G2,UBE2Z,USP7	R-HSA-392499
Nephrin family interactions	0.10317181982032109	ACTN4,PIK3R1,SPTAN1,SPTBN1	R-HSA-373753
RHO GTPases Activate ROCKs	0.1394818599764669	MYH9,PPP1R12A,ROCK1,ROCK2	R-HSA-5627117
EPHA-mediated growth cone collapse	0.3058340470575551	MYH9,ROCK1,ROCK2	R-HSA-3928663
Signaling by cytosolic FGFR1 fusion mutants	0.3262110717628287	PIK3R1,TRIM24,ZMYM2	R-HSA-1839117
Unfolded Protein Response (UPR)	0.36345252901260094	ARFGAP1,CREB3L2,CTDSP2,HSPA5,LMNA,NFYB	R-HSA-381119
FOXO-mediated transcription	0.379596790359243	CREBBP,HDAC1,KLF4,NFYB,TXNIP	R-HSA-9614085
Signaling by TGF-beta Receptor Complex	0.4981068447880363	BAMBI,HDAC1,JUNB,PMEPA1,TRIM33	R-HSA-170834
Sema4D induced cell migration and growth-cone collapse	0.5370789980906502	MYH9,ROCK1,ROCK2	R-HSA-416572
Developmental Biology	0.627233704138897	APH1A,CACNB3,CACNG4,CREBBP,CTNNA1,DAG1,EIF4A3,KLF4,KLK12,KMT2A,KMT2C,MYH9,PIK3R1,PLXNA1,PPL,PSMB4,PTPN11,ROCK1,ROCK2,RXRA,SOS2,SPTAN1,SPTBN1,ST14,TCF3	R-HSA-1266738
FGFR1 mutant receptor activation	0.6881363751122075	PIK3R1,TRIM24,ZMYM2	R-HSA-1839124
SUMO E3 ligases SUMOylate target proteins	0.692502393463128	CHD3,CREBBP,DDX17,HDAC1,RXRA,SP3,TOP2B	R-HSA-3108232
IRE1alpha activates chaperones	0.7007475560820207	ARFGAP1,CTDSP2,HSPA5,LMNA	R-HSA-381070
Sema4D in semaphorin signaling	0.7023724226203688	MYH9,ROCK1,ROCK2	R-HSA-400685
RAB GEFs exchange GTP for GDP on RABs	0.7076215266245296	GAPVD1,RAB13,RAB18,RAB5B,ULK1	R-HSA-8876198
Signaling by TGFB family members	0.715580074627179	BAMBI,HDAC1,JUNB,PMEPA1,TRIM33	R-HSA-9006936
Semaphorin interactions	0.7277727725550212	MYH9,PLXNA1,ROCK1,ROCK2	R-HSA-373755
ATF6 (ATF6-alpha) activates chaperone genes	0.7287193142229939	HSPA5,NFYB	R-HSA-381183
Type I hemidesmosome assembly	0.7287193142229939	CD151,ITGB4	R-HSA-446107
Axon guidance	0.7362441487843361	APH1A,CACNB3,DAG1,EIF4A3,MYH9,PIK3R1,PLXNA1,PSMB4,PTPN11,ROCK1,ROCK2,SOS2,SPTAN1,SPTBN1	R-HSA-422475
ER to Golgi Anterograde Transport	0.736991200198159	ARFGAP1,CSNK1D,GORASP1,SEC16A,SPTAN1,SPTBN1	R-HSA-199977
Membrane Trafficking	0.7379194785469664	ARFGAP1,CSNK1D,DAB2,GAPVD1,GORASP1,MYH9,MYO1C,MYO6,RAB13,RAB18,RAB5B,SEC16A,SPTAN1,SPTBN1,ULK1	R-HSA-199991
Apoptotic cleavage of cellular proteins	0.7408696377113608	CDH1,ROCK1,SPTAN1	R-HSA-111465
ATF6 (ATF6-alpha) activates chaperones	0.7425995219002853	HSPA5,NFYB	R-HSA-381033
Attenuation phase	0.7451026826976919	CREBBP,HSPA1A	R-HSA-3371568
Post-translational protein phosphorylation	0.7452186411686589	APLP2,CALU,IGFBP4,IGFBP5,LAMB2	R-HSA-8957275
Signaling by NOTCH1	0.7459562910752381	APH1A,CREBBP,HDAC1,TLE1	R-HSA-1980143
Gap junction degradation	0.7460422507424261	DAB2,MYO6	R-HSA-190873
Regulation of FOXO transcriptional activity by acetylation	0.7460422507424261	CREBBP,TXNIP	R-HSA-9617629
Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)	0.746969329343362	SLC2A1	R-HSA-5619043
Defective HK1 causes hexokinase deficiency (HK deficiency)	0.746969329343362	HK1	R-HSA-5619056
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	0.752253584302151	UBE2G2,UBE2Z,USP7	R-HSA-8866652
Notch-HLH transcription pathway	0.7561487738400948	CREBBP,HDAC1,NOTCH2	R-HSA-350054
Cell junction organization	0.7565998246407826	CD151,CDH1,CTNNA1,ITGB4,PARVA	R-HSA-446728
Nervous system development	0.7619882450148621	APH1A,CACNB3,DAG1,EIF4A3,MYH9,PIK3R1,PLXNA1,PSMB4,PTPN11,ROCK1,ROCK2,SOS2,SPTAN1,SPTBN1	R-HSA-9675108
Signaling by FGFR1 in disease	0.7629651132938954	PIK3R1,TRIM24,ZMYM2	R-HSA-5655302
Activation of gene expression by SREBF (SREBP)	0.7630602407455422	CREBBP,NFYB,RXRA	R-HSA-2426168
SUMOylation	0.7686593573618838	CHD3,CREBBP,DDX17,HDAC1,RXRA,SP3,TOP2B	R-HSA-2990846
PI-3K cascade:FGFR1	0.7828298809452683	PIK3R1,PTPN11	R-HSA-5654689
Golgi Cisternae Pericentriolar Stack Reorganization	0.7834244635075147	GORASP1,RAB2A	R-HSA-162658
RHO GTPases activate IQGAPs	0.7834244635075147	CDH1,CTNNA1	R-HSA-5626467
PI-3K cascade:FGFR3	0.7834244635075147	PIK3R1,PTPN11	R-HSA-5654710
Presynaptic depolarization and calcium channel opening	0.798008310649771	CACNB3,CACNG4	R-HSA-112308
Repression of WNT target genes	0.798008310649771	HDAC1,TLE1	R-HSA-4641265
Activation of the TFAP2 (AP-2) family of transcription factors	0.798008310649771	CREBBP,WWOX	R-HSA-8866907
Diseases associated with O-glycosylation of proteins	0.8023392455019638	ADAMTS19,DAG1,MUC1,NOTCH2	R-HSA-3906995
