AMPK signaling pathway	0.10655079777495305	ELAVL1,FOXO3,PFKP,PIK3CA,PPP2R5C,PPP2R5E,TBC1D1	hsa04152
Spliceosome	0.3724660486553913	DDX46,FUS,HNRNPU,SNRNP200,SNRNP70	hsa03040
Mannose type O-glycan biosynthesis	0.37636414430266457	B4GALT1,ST3GAL3	hsa00515
Adrenergic signaling in cardiomyocytes	0.38045585635127127	ATF4,ATP1B1,PPP1CB,PPP2R5C,PPP2R5E	hsa04261
Thyroid hormone signaling pathway	0.38065273772772185	ATP1B1,MDM2,NCOA3,PFKP,PIK3CA	hsa04919
Cellular senescence	0.386187546964758	FOXO3,MDM2,PIK3CA,PPP1CB,ZFP36L1	hsa04218
Focal adhesion	0.3935245697838174	ARHGAP35,CRK,PIK3CA,PPP1CB,VEGFB,XIAP	hsa04510
Viral carcinogenesis	0.39870367129286377	ATF4,CHD4,DDX3X,MDM2,PIK3CA,YWHAG	hsa05203
Glycosaminoglycan biosynthesis - keratan sulfate	0.4146298371977673	B4GALT1,ST3GAL3	hsa00533
PI3K-Akt signaling pathway	0.41870657317383764	ATF4,FOXO3,HSP90AA1,MCL1,MDM2,PIK3CA,PPP2R5C,PPP2R5E,VEGFB,YWHAG	hsa04151
Regulation of actin cytoskeleton	0.42354269462103733	ARHGAP35,CRK,IQGAP1,PFN2,PIK3CA,PPP1CB	hsa04810
Glycosphingolipid biosynthesis - lacto and neolacto series	0.4325204704606847	B4GALT1,ST3GAL3	hsa00601
TNF signaling pathway	0.43693531813372655	ATF4,JAG1,PIK3CA,TAB3	hsa04668
Endocrine and other factor-regulated calcium reabsorption	0.44615988857749256	ATP1B1,CLTB,CLTC	hsa04961
mRNA surveillance pathway	0.44739972359462693	FUS,PPP1CB,PPP2R5C,PPP2R5E	hsa03015
Fc gamma R-mediated phagocytosis	0.44739972359462693	CRK,MARCKS,MARCKSL1,PIK3CA	hsa04666
Prostate cancer	0.44739972359462693	ATF4,HSP90AA1,MDM2,PIK3CA	hsa05215
Shigellosis	0.4551028530499439	CRK,FOXO3,MDM2,PFN2,PIK3CA,TAB3,WIPI2	hsa05131
Mitophagy - animal	0.45543329580415914	ATF4,FOXO3,SP1	hsa04137
IL-17 signaling pathway	0.4611516668362529	ELAVL1,HSP90AA1,JUND,TAB3	hsa04657
Bacterial invasion of epithelial cells	0.4702778232153355	CLTB,CLTC,CRK,PIK3CA	hsa05100
Neurotrophin signaling pathway	0.47327878676163615	ATF4,CRK,FOXO3,PIK3CA	hsa04722
Adherens junction	0.4737300784866422	CTNND1,IQGAP1,PTPRF	hsa04520
Endocrine resistance	0.47384410681641476	JAG1,MDM2,NCOA3,PIK3CA,SP1	hsa01522
Platinum drug resistance	0.4759343257542181	MDM2,PIK3CA,XIAP	hsa01524
Estrogen signaling pathway	0.4824320510977861	ATF4,HSP90AA1,NCOA3,PIK3CA,SP1	hsa04915
Various types of N-glycan biosynthesis	0.48517786024504517	B4GALT1,HEXD,ST3GAL3	hsa00513
Other types of O-glycan biosynthesis	0.48530984529199217	B4GALT1,PLOD3,ST3GAL3	hsa00514
Galactose metabolism	0.48533776691083796	B4GALT1,PFKP	hsa00052
Longevity regulating pathway	0.48948248782958803	ATF4,FOXO3,PIK3CA,SESN3	hsa04211
Oocyte meiosis	0.5015675656919397	PPP1CB,PPP2R5C,PPP2R5E,YWHAG	hsa04114
Endocytosis	0.5027542390937998	CAPZA1,CLTB,CLTC,MDM2,SNX12,WWP1	hsa04144
Salmonella infection	0.5062327279587062	DYNC1H1,HSP90AA1,PFN2,PIK3CA,PLEKHM2,TAB3	hsa05132
Dopaminergic synapse	0.5082993236059988	ATF4,PPP1CB,PPP2R5C,PPP2R5E	hsa04728
Chronic myeloid leukemia	0.5097933217765178	CRK,MDM2,PIK3CA	hsa05220
Pathways in cancer	0.5135195162325663	CRK,HSP90AA1,IL13RA1,JAG1,MDM2,NCOA3,PIK3CA,SP1,VEGFB,XIAP	hsa05200
MicroRNAs in cancer	0.514220169584551	CRK,DICER1,FOXP1,MARCKS,MCL1,MDM2,PIK3CA	hsa05206
Aldosterone-regulated sodium reabsorption	0.5167497918648798	ATP1B1,PIK3CA	hsa04960
Apoptosis	0.5269284028763416	ATF4,MCL1,PIK3CA,XIAP	hsa04210
Ubiquitin mediated proteolysis	0.5327770047179142	MDM2,UBA1,WWP1,XIAP	hsa04120
p53 signaling pathway	0.5471902378491439	MDM2,PPM1D,RRM2B,SESN3	hsa04115
Spinocerebellar ataxia	0.5535006888976102	PIK3CA,SP1,VLDLR,WIPI2	hsa05017
Breast cancer	0.5856870441437192	JAG1,NCOA3,PIK3CA,SP1	hsa05224
Rap1 signaling pathway	0.5911494064814311	CRK,CTNND1,PFN2,PIK3CA,VEGFB	hsa04015
Insulin signaling pathway	0.6268540626989854	CRK,PIK3CA,PPP1CB,PRKAR2A,PTPRF,RHOQ	hsa04910
Nucleotide excision repair	0.6807732530170822	ERCC6,RAD23B	hsa03420
Carbohydrate digestion and absorption	0.6807732530170822	ATP1B1,PIK3CA	hsa04973
Human cytomegalovirus infection	0.6938567745869381	ATF4,CRK,MDM2,PIK3CA,SP1	hsa05163
MAPK signaling pathway	0.6959605091734207	ATF4,CRK,ELK4,JUND,TAOK1,VEGFB	hsa04010
Huntington disease	0.7015258561207709	CLTB,CLTC,REST,SP1,TFAM,WIPI2	hsa05016
Protein processing in endoplasmic reticulum	0.7129731894551403	ATF4,CKAP4,HSP90AA1,RAD23B	hsa04141
Insulin resistance	0.7230906037345175	PIK3CA,PPP1CB,PTPRF	hsa04931
HIF-1 signaling pathway	0.724321415479352	PFKP,PGK1,PIK3CA	hsa04066
Parathyroid hormone synthesis, secretion and action	0.7352714969326029	ATF4,JUND,SP1	hsa04928
Glucagon signaling pathway	0.7360884707843709	ATF4,PFKP,PPP4R3A	hsa04922
Notch signaling pathway	0.7368026243623412	JAG1,NCOR2	hsa04330
Leukocyte transendothelial migration	0.7570522817484072	ARHGAP35,CTNND1,PIK3CA	hsa04670
Endometrial cancer	0.7658918957918072	FOXO3,PIK3CA	hsa05213
Other glycan degradation	0.7764299876458886	HEXD	hsa00511
Inositol phosphate metabolism	0.7783976986922562	ITPK1,PIK3CA	hsa00562
Melanoma	0.781214246341538	MDM2,PIK3CA	hsa05218
Non-small cell lung cancer	0.781214246341538	FOXO3,PIK3CA	hsa05223
Prolactin signaling pathway	0.7874623399628453	FOXO3,PIK3CA	hsa04917
Central carbon metabolism in cancer	0.7874623399628453	PFKP,PIK3CA	hsa05230
Proteoglycans in cancer	0.7894997981077838	IQGAP1,MDM2,PIK3CA,PPP1CB	hsa05205
Relaxin signaling pathway	0.7898855483716876	ATF4,PIK3CA,VEGFB	hsa04926
