Oxidative phosphorylation	1.7845258949249435e-23	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,ATP6V0E1,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PPA2,UQCR10,UQCRH	hsa00190
Parkinson disease	1.5558817648439786e-19	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,TXN,TXN2,UQCR10,UQCRH	hsa05012
Huntington disease	2.1509768071924377e-17	AP2S1,ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,POLR2K,POLR2L,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,UQCR10,UQCRH	hsa05016
Thermogenesis	4.6909136454675085e-17	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,COA4,COA6,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,SMARCC2,UQCR10,UQCRH	hsa04714
Prion disease	1.254244079032236e-16	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,UQCR10,UQCRH	hsa05020
Non-alcoholic fatty liver disease	9.600901380069701e-16	BID,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,UQCR10,UQCRH	hsa04932
Amyotrophic lateral sclerosis	4.303880607109436e-15	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,BID,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,RAE1,SRSF7,UQCR10,UQCRH	hsa05014
Alzheimer disease	2.2917514015721766e-13	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,BID,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,UQCR10,UQCRH	hsa05010
Pathways of neurodegeneration - multiple diseases	5.104168136378053e-10	ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,BID,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,UQCR10,UQCRH	hsa05022
Ribosome	6.360290563061793e-8	FAU,MRPL13,MRPL14,MRPL16,MRPL20,MRPL21,MRPL22,MRPL27,MRPL3,MRPL36,MRPL9,MRPS14,MRPS16,MRPS21,MRPS7,RPL26L1,RPL36AL,RPS23,RPS26	hsa03010
Spliceosome	1.823251832888392e-7	HNRNPK,LSM5,LSM7,PPIE,SF3A3,SF3B5,SF3B6,SNRPB2,SNRPC,SNRPD1,SNRPD2,SNRPE,SNRPF,SNRPG,SNU13,SRSF7,TRA2B,U2SURP	hsa03040
Retrograde endocannabinoid signaling	0.000004877480025591668	NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB6,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3	hsa04723
Proteasome	0.0001788052684862487	POMP,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8,PSME2,PSMF1	hsa03050
Cardiac muscle contraction	0.0005414237245652474	COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,UQCR10,UQCRH	hsa04260
Metabolic pathways	0.0014152187229023584	ACP1,AKR1A1,ATP5F1C,ATP5F1E,ATP5MC1,ATP5PB,ATP5PF,ATP6V0E1,COX4I1,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,DGUOK,DHRS4,DHRS4L2,DPAGT1,ELOVL6,ESD,ETHE1,FDFT1,GSTO1,HPRT1,ITPA,LIAS,MDH2,NDUFA12,NDUFA4,NDUFA5,NDUFAB1,NDUFB1,NDUFB10,NDUFB2,NDUFB3,NDUFB4,NDUFB8,NDUFB9,NDUFS3,NDUFS5,NDUFS7,NDUFV3,NIT2,PCBD2,PDHA1,PEMT,PTGES2,PTS,RDH11,RPE,SQLE,UQCR10,UQCRH	hsa01100
RNA polymerase	0.10112789600770299	POLR1C,POLR2K,POLR2L,POLR3K	hsa03020
Ribosome biogenesis in eukaryotes	0.24187043694038352	EIF6,FBL,IMP4,NHP2,NOP58,SNU13,UTP4	hsa03008
Cytosolic DNA-sensing pathway	0.24759676452018564	POLR1C,POLR2K,POLR2L,POLR3K,PYCARD	hsa04623
Protein export	0.2509131407018524	SEC61G,SPCS1,SRP9	hsa03060
Cell cycle	0.3583335758849534	ANAPC11,BUB3,CDC26,ORC3,PRKDC,RBX1,YWHAB	hsa04110
Non-homologous end-joining	0.5333525117966	PRKDC,XRCC6	hsa03450
Ubiquitin mediated proteolysis	0.553992005948523	ANAPC11,CDC26,ELOB,RBX1,RNF7,UBE2D3,UBE2N	hsa04120
Base excision repair	0.5675614053913696	PARP1,SMUG1,TDG	hsa03410
RNA transport	0.8099515176460927	EIF1AX,EIF3D,EIF3I,EIF4E,EIF4E2,EIF5B,RAE1,SAP18	hsa03013
Steroid biosynthesis	0.9859263812755812	FDFT1,SQLE	hsa00100
Glycolysis / Gluconeogenesis	1	AKR1A1,PDHA1	hsa00010
Citrate cycle (TCA cycle)	1	MDH2,PDHA1	hsa00020
Pentose phosphate pathway	1	RPE	hsa00030
Pentose and glucuronate interconversions	1	AKR1A1,RPE	hsa00040
Ascorbate and aldarate metabolism	1	AKR1A1	hsa00053
Fatty acid elongation	1	ELOVL6	hsa00062
Purine metabolism	1	DGUOK,HPRT1,ITPA	hsa00230
Alanine, aspartate and glutamate metabolism	1	NIT2	hsa00250
Cysteine and methionine metabolism	1	MDH2	hsa00270
Glutathione metabolism	1	GSTO1	hsa00480
N-Glycan biosynthesis	1	DPAGT1	hsa00510
Glycerolipid metabolism	1	AKR1A1	hsa00561
Glycerophospholipid metabolism	1	PEMT	hsa00564
Arachidonic acid metabolism	1	PTGES2	hsa00590
Pyruvate metabolism	1	MDH2,PDHA1	hsa00620
Glyoxylate and dicarboxylate metabolism	1	MDH2	hsa00630
Thiamine metabolism	1	ACP1	hsa00730
Riboflavin metabolism	1	ACP1	hsa00740
Lipoic acid metabolism	1	LIAS	hsa00785
Folate biosynthesis	1	PCBD2,PTS	hsa00790
Retinol metabolism	1	DHRS4,DHRS4L2,RDH11	hsa00830
Sulfur metabolism	1	ETHE1	hsa00920
Metabolism of xenobiotics by cytochrome P450	1	GSTO1	hsa00980
Drug metabolism - cytochrome P450	1	GSTO1	hsa00982
Drug metabolism - other enzymes	1	GSTO1,HPRT1,ITPA	hsa00983
Biosynthesis of unsaturated fatty acids	1	ELOVL6	hsa01040
Carbon metabolism	1	ESD,MDH2,PDHA1,RPE	hsa01200
Fatty acid metabolism	1	ELOVL6	hsa01212
Biosynthesis of amino acids	1	RPE	hsa01230
EGFR tyrosine kinase inhibitor resistance	1	EIF4E,EIF4E2	hsa01521
Platinum drug resistance	1	BID,GSTO1	hsa01524
mRNA surveillance pathway	1	SAP18	hsa03015
RNA degradation	1	EXOSC2,HSPD1,LSM5,LSM7	hsa03018
Basal transcription factors	1	MNAT1,TAF15,TAF9	hsa03022
DNA replication	1	SSBP1	hsa03030
Nucleotide excision repair	1	MNAT1,RBX1	hsa03420
Mismatch repair	1	SSBP1	hsa03430
Homologous recombination	1	SSBP1	hsa03440
NF-kappa B signaling pathway	1	PARP1	hsa04064
HIF-1 signaling pathway	1	EIF4E,EIF4E2,ELOB,PDHA1,RBX1	hsa04066
Sphingolipid signaling pathway	1	BID	hsa04071
Oocyte meiosis	1	ANAPC11,CDC26,RBX1,YWHAB	hsa04114
p53 signaling pathway	1	BID,CCNG1,SIVA1	hsa04115
Autophagy - other	1	ATG5	hsa04136
Mitophagy - animal	1	ATG5,TOMM7	hsa04137
Autophagy - animal	1	ATG5,SUPT20H	hsa04140
Protein processing in endoplasmic reticulum	1	DNAJC3,RBX1,SEC61G,UBE2D3	hsa04141
Endocytosis	1	ACTR2,AP2S1,ARF4,ARPC3,STAMBP,VPS26A,VTA1	hsa04144
Phagosome	1	ATP6V0E1,SEC61G	hsa04145
Peroxisome	1	DHRS4,ECH1,PEX19	hsa04146
mTOR signaling pathway	1	EIF4E,EIF4E2,LAMTOR5,NPRL2,SLC3A2,TBC1D7	hsa04150
PI3K-Akt signaling pathway	1	EIF4E,EIF4E2,YWHAB	hsa04151
Apoptosis	1	BID,PARP1	hsa04210
Longevity regulating pathway	1	ATG5,EIF4E,EIF4E2	hsa04211
Longevity regulating pathway - multiple species	1	ATG5	hsa04213
Apoptosis - multiple species	1	BID	hsa04215
Ferroptosis	1	ATG5,SLC3A2	hsa04216
Necroptosis	1	BID,PARP1,PYCARD	hsa04217
Wnt signaling pathway	1	RBX1,RUVBL1	hsa04310
Notch signaling pathway	1	HEY2	hsa04330
TGF-beta signaling pathway	1	RBX1	hsa04350
Hippo signaling pathway	1	YWHAB	hsa04390
Cell adhesion molecules	1	CD99	hsa04514
Adherens junction	1	ACP1	hsa04520
Tight junction	1	ACTR2,ARPC3	hsa04530
Antigen processing and presentation	1	PSME2	hsa04612
NOD-like receptor signaling pathway	1	ATG5,PYCARD,TXN,TXN2	hsa04621
RIG-I-like receptor signaling pathway	1	ATG5	hsa04622
C-type lectin receptor signaling pathway	1	PYCARD	hsa04625
Natural killer cell mediated cytotoxicity	1	BID	hsa04650
Fc gamma R-mediated phagocytosis	1	ACTR2,ARPC3	hsa04666
Leukocyte transendothelial migration	1	CD99	hsa04670
Circadian rhythm	1	RBX1	hsa04710
Synaptic vesicle cycle	1	AP2S1,ATP6V0E1	hsa04721
Regulation of actin cytoskeleton	1	ACTR2,ARPC3	hsa04810
Insulin signaling pathway	1	EIF4E,EIF4E2	hsa04910
Progesterone-mediated oocyte maturation	1	ANAPC11,CDC26	hsa04914
Glucagon signaling pathway	1	PDHA1	hsa04922
Type I diabetes mellitus	1	HSPD1	hsa04940
Endocrine and other factor-regulated calcium reabsorption	1	AP2S1	hsa04961
Collecting duct acid secretion	1	ATP6V0E1	hsa04966
Protein digestion and absorption	1	SLC3A2	hsa04974
Mineral absorption	1	MT1X	hsa04978
Spinocerebellar ataxia	1	ATXN10,PSMA5,PSMB1,PSMB2,PSMB6,PSMD8	hsa05017
Alcoholism	1	H3-5	hsa05034
Bacterial invasion of epithelial cells	1	ACTR2,ARPC3,CD2AP	hsa05100
Vibrio cholerae infection	1	ATP6V0E1,SEC61G	hsa05110
Epithelial cell signaling in Helicobacter pylori infection	1	ATP6V0E1	hsa05120
Pathogenic Escherichia coli infection	1	ACTR2,ARPC3,PYCARD	hsa05130
Shigellosis	1	ACTR2,ARPC3,ATG5,H3-5,PYCARD,RBX1,UBE2D3,UBE2N	hsa05131
Salmonella infection	1	ACTR2,ARPC3,DYNLT1,PYCARD,TXN,TXN2	hsa05132
Pertussis	1	PYCARD	hsa05133
Legionellosis	1	HSPD1,PYCARD	hsa05134
Yersinia infection	1	ACTR2,ARPC3,PYCARD	hsa05135
Tuberculosis	1	BID,HSPD1	hsa05152
Hepatitis C	1	BID,YWHAB	hsa05160
Hepatitis B	1	BID,YWHAB	hsa05161
Measles	1	BID	hsa05162
Human cytomegalovirus infection	1	BID	hsa05163
Influenza A	1	BID,DNAJC3,PYCARD,RAE1	hsa05164
Human papillomavirus infection	1	ATP6V0E1,HEY2	hsa05165
Human T-cell leukemia virus 1 infection	1	ANAPC11,BUB3,CDC26	hsa05166
Kaposi sarcoma-associated herpesvirus infection	1	BID	hsa05167
Herpes simplex virus 1 infection	1	BID,SRSF7	hsa05168
Epstein-Barr virus infection	1	BID,PSMD8	hsa05169
Human immunodeficiency virus 1 infection	1	BID,ELOB,RBX1,RNF7	hsa05170
