Metabolism	0.006397565814720748	ABCC3,ABCG2,ACACB,ACAT2,ACER3,ACOT11,ACOX3,ACP6,ADA,ADCY7,AGMAT,AGPAT3,AK4,ALDH3B1,AMD1,ANGPTL4,ARG2,ARSB,ARSK,ATP5MG,B3GNT3,B4GALNT1,B4GALT2,B4GALT4,CARM1,CD320,CERS1,CGA,CHAC1,CHKA,COASY,COX11,CSNK2A2,CSPG5,CTH,CYB5A,CYP24A1,DHODH,DIO2,DLD,ENO2,FABP5,FDX1,FECH,FHL2,FUT11,GALK1,GAPDH,GCDH,GK,GLIPR1,GNAS,GNG4,GPC1,GPD1L,GYS1,HACD1,HAS3,HK2,HPGD,HPRT1,HYKK,ITPR1,LCLAT1,LDHA,LPCAT2,LPGAT1,LYRM4,MAPKAPK2,ME2,MED13L,MGST1,MID1IP1,NCOA3,NDC1,NDUFAF2,NDUFS8,NME1,NME2,NME4,NQO1,NUDT5,NUP160,NUP210,PAICS,PDK1,PFKFB4,PFKP,PGAM1,PGM1,PHKA1,PHKB,PIAS4,PIK3C2B,PITPNM2,PLCD4,PLCH1,PNPO,PON2,PPARG,PPARGC1B,PRKACA,PRKACG,PRKAR1B,PRKCA,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,PTPMT1,PUDP,PYGL,RBP4,RPL36A,SEC13,SEC23A,SEM1,SLC16A1,SLC19A1,SLC25A12,SLC25A13,SLC25A19,SLC27A5,SLC5A5,SLC9A1,SMPD3,SRD5A3,STARD3NL,TMEM126B,TNFAIP8,TPI1,UPP1,VAC14	R-HSA-1430728
Glycolysis	0.009487676074735744	ENO2,GAPDH,HK2,NDC1,NUP160,NUP210,PFKFB4,PFKP,PGAM1,PRKACA,PRKACG,SEC13,TPI1	R-HSA-70171
Carbohydrate metabolism	0.012094498632652762	ARSB,B3GNT3,B4GALT2,B4GALT4,CSPG5,ENO2,FUT11,GALK1,GAPDH,GPC1,GYS1,HAS3,HK2,NDC1,NUP160,NUP210,PFKFB4,PFKP,PGAM1,PGM1,PHKA1,PHKB,PRKACA,PRKACG,PYGL,SEC13,SLC25A12,SLC25A13,SLC9A1,TPI1	R-HSA-71387
Glucose metabolism	0.016061386990723035	ENO2,GAPDH,HK2,NDC1,NUP160,NUP210,PFKFB4,PFKP,PGAM1,PRKACA,PRKACG,SEC13,SLC25A12,SLC25A13,TPI1	R-HSA-70326
Hedgehog 'off' state	0.023924485414966983	ADCY7,GNAS,INTU,NUMB,PRKACA,PRKACG,PRKAR1B,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,RPGRIP1L,SEM1	R-HSA-5610787
Metabolism of polyamines	0.11261591957535813	AGMAT,AMD1,NQO1,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-351202
Degradation of GLI1 by the proteasome	0.12841381632642898	NUMB,PRKACA,PRKACG,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5610780
Detoxification of Reactive Oxygen Species	0.14829483103074126	CAT,CYBA,ERO1A,GPX3,GPX8,P4HB,SOD2	R-HSA-3299685
Signaling by Hedgehog	0.15452904019127905	ADCY7,GNAS,INTU,NUMB,P4HB,PRKACA,PRKACG,PRKAR1B,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,RPGRIP1L,SEM1	R-HSA-5358351
Regulation of PTEN stability and activity	0.17486395649554315	CSNK2A2,FRK,OTUD3,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-8948751
PKA activation in glucagon signalling	0.1910544323931994	ADCY7,GNAS,PRKACA,PRKACG,PRKAR1B	R-HSA-164378
Signaling by moderate kinase activity BRAF mutants	0.20112789389708827	CAMK2G,FGG,FN1,ITGA2B,MAP2K1,MAP3K11,PHB,RAF1	R-HSA-6802946
Signaling by RAS mutants	0.20112789389708827	CAMK2G,FGG,FN1,ITGA2B,MAP2K1,MAP3K11,PHB,RAF1	R-HSA-6802949
Paradoxical activation of RAF signaling by kinase inactive BRAF	0.20112789389708827	CAMK2G,FGG,FN1,ITGA2B,MAP2K1,MAP3K11,PHB,RAF1	R-HSA-6802955
Signaling downstream of RAS mutants	0.20112789389708827	CAMK2G,FGG,FN1,ITGA2B,MAP2K1,MAP3K11,PHB,RAF1	R-HSA-9649948
Collagen formation	0.20123012348122366	ADAMTS14,COLGALT1,LAMB3,LOXL2,MMP13,P3H1,P4HA1,P4HB,PCOLCE2,PLOD2,PLOD3,PXDN	R-HSA-1474290
Degradation of GLI2 by the proteasome	0.22434473839060945	PRKACA,PRKACG,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5610783
GLI3 is processed to GLI3R by the proteasome	0.22434473839060945	PRKACA,PRKACG,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5610785
Regulation of ornithine decarboxylase (ODC)	0.2700238323943985	NQO1,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-350562
MAPK6/MAPK4 signaling	0.2886157533467398	MAPK4,NCOA3,PRKACA,PRKACG,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5687128
Autodegradation of Cdh1 by Cdh1:APC/C	0.3018880098860296	CDC27,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,UBE2E1	R-HSA-174084
Degradation of beta-catenin by the destruction complex	0.3131722310877619	CTNNB1,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,TCF7,TLE3	R-HSA-195253
Cross-presentation of soluble exogenous antigens (endosomes)	0.31967029936186186	PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-1236978
B Cell Activation	0.3204661890257622	CD79A,FKBP1A,ITPR1,MALT1,NFATC3,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-983705
G-protein mediated events	0.3227911463394986	ADCY7,CAMK2G,GNAO1,ITPR1,PRKACA,PRKACG,PRKAR1B,PRKCA	R-HSA-112040
NIK-->noncanonical NF-kB signaling	0.3239227062758184	MAP3K14,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5676590
Beta-catenin independent WNT signaling	0.32440699158610387	AP2M1,CTNNB1,GNAO1,GNG4,ITPR1,PRKCA,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,TCF7	R-HSA-3858494
Glycogen metabolism	0.32717779733004304	GYS1,PGM1,PHKA1,PHKB,PYGL	R-HSA-8982491
APC/C:Cdc20 mediated degradation of Securin	0.32800359022718517	CDC27,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,UBE2E1	R-HSA-174154
Regulation of mRNA stability by proteins that bind AU-rich elements	0.32814773874371284	ANP32A,MAPKAPK2,PRKCA,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-450531
Host Interactions of HIV factors	0.32862948409651327	AP2M1,NDC1,NUP160,NUP210,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,RCC1,SEC13,SEM1	R-HSA-162909
Antigen processing-Cross presentation	0.3291172517674759	CD14,CYBA,ITGB5,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEC61G,SEM1	R-HSA-1236975
Glucagon signaling in metabolic regulation	0.3292282266985497	ADCY7,GNAS,GNG4,PRKACA,PRKACG,PRKAR1B	R-HSA-163359
Gluconeogenesis	0.3292282266985497	ENO2,GAPDH,PGAM1,SLC25A12,SLC25A13,TPI1	R-HSA-70263
Processing of SMDT1	0.329253292787976	MCU,MCUB,PARL,PHB	R-HSA-8949664
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	0.32970672641067006	CDC27,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,UBE2E1	R-HSA-174178
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	0.32970672641067006	CDC27,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1,UBE2E1	R-HSA-179419
PKA activation	0.3308398663175893	ADCY7,PRKACA,PRKACG,PRKAR1B	R-HSA-163615
Signal transduction by L1	0.3308398663175893	CSNK2A2,EGFR,ITGA2B,MAP2K1	R-HSA-445144
Rev-mediated nuclear export of HIV RNA	0.3314303416875888	NDC1,NUP160,NUP210,RCC1,SEC13	R-HSA-165054
SUMOylation of SUMOylation proteins	0.3314303416875888	NDC1,NUP160,NUP210,PIAS4,SEC13	R-HSA-4085377
Hedgehog ligand biogenesis	0.33148884261010236	P4HB,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5358346
Diseases of signal transduction by growth factor receptors and second messengers	0.3317527513326301	ATG7,CAMK2G,CTNNB1,EGFR,FGG,FKBP1A,FN1,GOLGA4,ITGA2B,KANK1,KAT2A,LRP5,MAP2K1,MAP3K11,MPRIP,MYO18A,PHB,POLR2C,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,RAF1,RPS6KB2,SEM1	R-HSA-5663202
CLEC7A (Dectin-1) signaling	0.3321061268044921	ITPR1,MALT1,MAP3K14,NFATC3,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-5607764
ROBO receptors bind AKAP5	0.3330293637981622	PRKACA,PRKACG,PRKCA	R-HSA-9010642
Vasopressin regulates renal water homeostasis via Aquaporins	0.33313743286121855	ADCY7,GNAS,GNG4,PRKACA,PRKACG,PRKAR1B	R-HSA-432040
Downstream signaling events of B Cell Receptor (BCR)	0.3332076791678482	FKBP1A,MALT1,NFATC3,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,SEM1	R-HSA-1168372
Oncogenic MAPK signaling	0.3332076791678482	ATG7,CAMK2G,FGG,FN1,ITGA2B,MAP2K1,MAP3K11,MPRIP,PHB,RAF1	R-HSA-6802957
Regulation of HSF1-mediated heat shock response	0.33385377451746157	BAG2,HSPA13,HSPA6,MAPKAPK2,NDC1,NUP160,NUP210,SEC13	R-HSA-3371453
PLC beta mediated events	0.3340942264964651	ADCY7,CAMK2G,GNAO1,ITPR1,PRKACA,PRKACG,PRKAR1B,PRKCA	R-HSA-112043
Mitotic Metaphase and Anaphase	0.3342431684668083	CDC27,CHMP2B,DYNC1LI2,DYNLL2,NDC1,NUP160,PSMA7,PSMB4,PSMC4,PSMC5,PSMD12,PSMD2,RCC1,SEC13,SEM1,SPC24,TUBB2A,TUBB2B,UBE2E1	R-HSA-2555396
Calmodulin induced events	0.3343499641168469	ADCY7,CAMK2G,PRKACA,PRKACG,PRKAR1B,PRKCA	R-HSA-111933
CaM pathway	0.3343499641168469	ADCY7,CAMK2G,PRKACA,PRKACG,PRKAR1B,PRKCA	R-HSA-111997
